speaker,text,act,conv_id,topic,topic_ldaconv,topic_ldautt
0,so if you were doing that and you had this sort of companion uh thing that gets called up for phone level uh what would that look like?,4,0,-1,-1,-1
0,how would you,2,0,-1,-1,-1
1,i would use just an existing an existing way of doing it.,0,0,-1,-1,-1
1,huh.,1,0,-1,-1,-1
0,but but why not use it for phone level?,4,0,-1,-1,-1
0,it's just a matter of it's just a matter of it being bigger.,0,0,-1,-1,-1
0,but if you have,2,0,-1,-1,-1
0,you know barring memory limitations uh i mean this is still the,2,0,-1,-1,-1
1,it's parsing limitations.,0,0,-1,-1,-1
0,i don't want to have this text file that you have to read in the whole thing to do something very simple for.,0,0,-1,-1,-1
1,oh no.,0,0,-1,-1,-1
0,you would use it only for purposes where you actually want the phone level information i'd imagine.,0,0,-1,-1,-1
1,so you could have some file that configures how much information you want in your in your x.m.l. or something.,0,0,-1,-1,-1
1,right.,0,0,-1,-1,-1
0,i mean you'd,2,0,-1,-1,-1
1,um,3,0,-1,-1,-1
0,because it does get very with,2,0,-1,-1,-1
1,i i am imagining you'd have multiple versions of this depending on the information that you want.,0,0,-1,-1,-1
1,you,2,0,-1,-1,-1
1,right.,0,0,-1,-1,-1
1,um,3,0,-1,-1,-1
0,i'm just,2,0,-1,-1,-1
0,what i'm wondering is whether,2,0,-1,-1,-1
0,i think for word level this would be okay.,0,0,-1,-1,-1
1,yeah.,0,0,-1,-1,-1
0,yeah.,0,0,-1,-1,-1
1,for word level it's all right.,0,0,-1,-1,-1
1,definitely.,0,0,-1,-1,-1
1,uhhuh.,1,0,-1,-1,-1
1,for lower than word level you're talking about so much data that i just i don't know.,0,0,-1,-1,-1
0,i don't know if that,2,0,-1,-1,-1
1,i mean we actually have,2,0,-1,-1,-1
0,so one thing that don is doing is we're we're running for every frame you get a pitch value.,0,0,-1,-1,-1
1,lattices are big too.,0,0,-1,-1,-1
1,and not only one pitch value but different kinds of pitch values.,0,0,-1,-1,-1
0,depending on,2,0,-1,-1,-1
1,yeah i mean for something like that i would use p. file.,0,0,-1,-1,-1
0,or or any frame level stuff i would use p. file.,0,0,-1,-1,-1
1,meaning?,4,0,-1,-1,-1
1,uh that's a well or something like it.,0,0,-1,-1,-1
0,it's uh icsi has a format for frame level representation of features.,0,0,-1,-1,-1
1,okay.,0,0,-1,-1,-1
1,um,3,0,-1,-1,-1
1,that you could call that you would tie into this representation with like an i.d.,0,0,-1,-1,-1
1,right.,0,0,-1,-1,-1
0,right.,0,0,-1,-1,-1
0,or or there's a there's a particular way in x.m.l. to refer to external resources.,0,0,-1,-1,-1
1,and,3,0,-1,-1,-1
0,okay.,0,0,-1,-1,-1
1,so you would say refer to this external file.,0,0,-1,-1,-1
0,um,3,0,-1,-1,-1
0,so that external file wouldn't be in,2,0,-1,-1,-1
1,so that might that might work.,0,0,-1,-1,-1
1,but what what's the advantage of doing that versus just putting it into this format?,4,0,-1,-1,-1
1,more compact.,0,0,-1,-1,-1
0,which i think is is better.,0,0,-1,-1,-1
1,uhhuh.,1,0,-1,-1,-1
1,i mean if you did it at this,2,0,-1,-1,-1
1,i mean these are long meetings.,0,0,-1,-1,-1
0,and with for every frame,2,0,-1,-1,-1
1,you don't want to do it with that,2,0,-1,-1,-1
1,um,3,0,-1,-1,-1
1,anything at frame level you had better encode binary.,0,0,-1,-1,-1
0,or it's going to be really painful.,0,0,-1,-1,-1
1,or you just,2,0,-1,-1,-1
0,i mean i like text formats.,0,0,-1,-1,-1
0,um,3,0,-1,-1,-1
0,you can always uh g. zip them.,0,0,-1,-1,-1
0,and um you know decompress them on the fly if if space is really a concern.,0,0,-1,-1,-1
1,yeah i was,2,0,-1,-1,-1
0,i was thinking the advantage is that we can share this with other people.,0,0,-1,-1,-1
1,well but if you're talking about one per frame you're talking about gigabyte-size files.,0,0,-1,-1,-1
0,you're going to actually run out of space in your filesystem for one file.,0,0,-1,-1,-1
1,these are big files.,0,0,-1,-1,-1
0,these are really,2,0,-1,-1,-1
0,i mean,3,0,-1,-1,-1
1,right?,4,0,-1,-1,-1
0,because you have a two-gigabyte limit on most o.s.'s.,0,0,-1,-1,-1
1,right.,0,0,-1,-1,-1
0,okay.,0,0,-1,-1,-1
0,i would say,2,0,-1,-1,-1
0,okay so frame level is probably not a good idea.,0,0,-1,-1,-1
1,and it's,2,0,-1,-1,-1
1,but for phone level stuff it's perfectly,2,0,-1,-1,-1
0,like phones or syllables or anything like that.,0,0,-1,-1,-1
1,phones are every five frames though.,0,0,-1,-1,-1
0,so,3,0,-1,-1,-1
0,or something like that.,0,0,-1,-1,-1
1,but but but most of the frames are actually not speech.,0,0,-1,-1,-1
0,so,3,0,-1,-1,-1
0,you know people don't,2,0,-1,-1,-1
1,yeah.,0,0,-1,-1,-1
1,look at it words times the average the average number of phones in an english word is i don't know five maybe?,4,0,-1,-1,-1
1,but we actually,2,0,-1,-1,-1
1,so look at it number of words times five.,0,0,-1,-1,-1
1,oh so you mean pause phones take up a lot of the,2,0,-1,-1,-1
1,that's not that not,2,0,-1,-1,-1
1,long pause phones.,0,0,-1,-1,-1
1,yep.,0,0,-1,-1,-1
1,exactly.,0,0,-1,-1,-1
1,yeah.,0,0,-1,-1,-1
0,okay.,0,0,-1,-1,-1
1,yeah.,0,0,-1,-1,-1
1,that's true.,0,0,-1,-1,-1
0,but you do have to keep them in there.,0,0,-1,-1,-1
0,yeah.,3,0,-1,-1,-1
1,so i think it it's debatable whether you want to do phone level in the same thing.,0,0,-1,-1,-1
1,okay.,0,0,-1,-1,-1
1,but i think anything at frame level even p. file is too verbose.,0,0,-1,-1,-1
1,okay.,0,0,-1,-1,-1
0,so,3,0,-1,-1,-1
1,i would use something tighter than p. files.,0,0,-1,-1,-1
1,do you are you familiar with it?,4,0,-1,-1,-1
1,so,3,0,-1,-1,-1
1,i haven't seen this particular format.,0,0,-1,-1,-1
1,i mean i've i've used them.,0,0,-1,-1,-1
1,but,3,0,-1,-1,-1
1,i don't know what their structure is.,0,0,-1,-1,-1
1,okay.,0,0,-1,-1,-1
1,i've forgot what the,2,0,-1,-1,-1
1,but wait a minute.,0,0,-1,-1,-1
0,p. file for each frame is storing a vector of cepstral or p.l.p. values.,0,0,-1,-1,-1
0,right?,4,0,-1,-1,-1
1,it's whatever you want actually.,0,0,-1,-1,-1
1,right.,0,0,-1,-1,-1
1,so that what's nice about the p. file it,2,0,-1,-1,-1
0,built into it is the concept of frames utterances sentences that sort of thing that structure.,0,0,-1,-1,-1
0,and then also attached to it is an arbitrary vector of values.,0,0,-1,-1,-1
1,oh.,0,0,-1,-1,-1
1,and it can take different types.,0,0,-1,-1,-1
0,so it they don't all have to be floats.,0,0,-1,-1,-1
0,you know you can have integers and you can have doubles and all that sort of stuff.,0,0,-1,-1,-1
1,so that that sounds that sounds about what i,2,0,-1,-1,-1
1,um,3,0,-1,-1,-1
0,right?,4,0,-1,-1,-1
0,and it has a header it has a header format that describes it to some extent.,0,0,-1,-1,-1
0,so,3,0,-1,-1,-1
0,the only problem with it is it's actually storing the utterance numbers and the frame numbers in the file.,0,0,-1,-1,-1
0,even though they're always sequential.,0,0,-1,-1,-1
0,and so it does waste a lot of space.,0,0,-1,-1,-1
1,huh.,1,0,-1,-1,-1
1,but it's still a lot tighter than than ascii.,0,0,-1,-1,-1
0,and we have a lot of tools already to deal with it.,0,0,-1,-1,-1
1,you do?,4,0,-1,-1,-1
0,okay.,0,0,-1,-1,-1
0,is there some documentation on this somewhere?,4,0,-1,-1,-1
1,yeah.,0,0,-1,-1,-1
0,there's a ton of it.,0,0,-1,-1,-1
1,okay.,0,0,-1,-1,-1
0,great.,0,0,-1,-1,-1
1,man pages and uh source code and me.,0,0,-1,-1,-1
1,so,3,0,-1,-1,-1
0,i mean that sounds good.,0,0,-1,-1,-1
0,i i was just looking for something,2,0,-1,-1,-1
0,i'm not a database person.,0,0,-1,-1,-1
0,but something sort of standard enough that you know if we start using this we can give it out.,0,0,-1,-1,-1
0,other people can work on it.,0,0,-1,-1,-1
1,yeah it's not standard.,0,0,-1,-1,-1
1,or is it,2,0,-1,-1,-1
1,i mean it's something that we developed at icsi.,0,0,-1,-1,-1
0,but uh,3,0,-1,-1,-1
1,but it's been used here.,0,0,-1,-1,-1
1,but it's been used here.,0,0,-1,-1,-1
1,and people've,2,0,-1,-1,-1
1,and and you know we have a well configured system that you can distribute for free.,0,0,-1,-1,-1
0,and,2,0,-1,-1,-1
1,i mean it must be the equivalent of whatever you guys used to store your computed features in right?,0,0,-1,-1,-1
1,okay.,1,0,-1,-1,-1
1,yeah.,0,0,-1,-1,-1
0,we have,2,0,-1,-1,-1
0,actually we we use a generalization of the the sphere format.,0,0,-1,-1,-1
1,huh.,0,0,-1,-1,-1
1,um,3,0,-1,-1,-1
0,but,3,0,-1,-1,-1
0,yeah so there is something like that.,0,0,-1,-1,-1
0,but it's um probably not as,2,0,-1,-1,-1
1,and i think there's,2,0,-1,-1,-1
1,well what does h.t.k. do for features?,4,0,-1,-1,-1
0,or does it even have a concept of features?,4,0,-1,-1,-1
1,they it has its own,2,0,-1,-1,-1
0,i mean entropic has their own feature format that's called like s. s.d. or some s.f. or something like that.,0,0,-1,-1,-1
1,yeah.,0,0,-1,-1,-1
1,yeah.,0,0,-1,-1,-1
1,i'm just wondering would it be worth while to use that instead?,4,0,-1,-1,-1
1,huh?,2,0,-1,-1,-1
1,yeah.,0,0,-1,-1,-1
0,this is exactly the kind of decision it's just whatever,2,0,-1,-1,-1
1,but i mean people don't typically share this kind of stuff right?,0,0,-1,-1,-1
1,right.,1,0,-1,-1,-1
1,i mean,3,0,-1,-1,-1
1,they generate their own.,0,0,-1,-1,-1
1,actually i i just you know we we've done this stuff on prosodics.,0,0,-1,-1,-1
1,yeah.,0,0,-1,-1,-1
1,and three or four places have asked for those prosodic files.,0,0,-1,-1,-1
0,and we just have an ascii uh output of frame by frame.,0,0,-1,-1,-1
1,uh right.,0,0,-1,-1,-1
1,which is fine.,0,0,-1,-1,-1
0,but it gets unwieldy to go in and and query these files with really huge files.,0,0,-1,-1,-1
1,right.,0,0,-1,-1,-1
1,i mean we could do it.,0,0,-1,-1,-1
0,i was just thinking if there's something that where all the frame values are,2,0,-1,-1,-1
1,and and again if you have a,2,0,-1,-1,-1
1,huh?,4,0,-1,-1,-1
1,if you have a two hour long meeting that's going to,2,0,-1,-1,-1
1,they're they're they're quite large.,0,0,-1,-1,-1
0,and these are for ten minute switchboard conversations.,0,0,-1,-1,-1
1,yeah i mean they'd be enormous.,0,0,-1,-1,-1
0,right.,0,0,-1,-1,-1
1,and,3,0,-1,-1,-1
0,so it's doable.,0,0,-1,-1,-1
0,it's just that you can only store a feature vector at frame by frame.,0,0,-1,-1,-1
0,and it doesn't have any kind of,2,0,-1,-1,-1
0,um,3,0,-1,-1,-1
1,is is the sharing part of this a pretty important consideration?,4,0,-1,-1,-1
0,or does that just sort of uh a nice thing to have?,4,0,-1,-1,-1
1,i i don't know enough about what we're going to do with the data.,0,0,-1,-1,-1
0,but i thought it would be good to get something that we can that other people can use or adopt for their own kinds of encoding.,0,0,-1,-1,-1
0,and just i mean we have to use we have to make some decision about what to do.,0,0,-1,-1,-1
1,yeah.,1,0,-1,-1,-1
1,and especially for the prosody work what what it ends up being is you get features from the signal.,0,0,-1,-1,-1
0,and of course those change every time your alignments change.,0,0,-1,-1,-1
0,so you rerun a recognizer.,0,0,-1,-1,-1
0,you want to recompute your features um and then keep the database up to date.,0,0,-1,-1,-1
1,right.,1,0,-1,-1,-1
1,or you change a word or you change a utterance boundary segment which is going to happen a lot.,0,0,-1,-1,-1
0,and so i wanted something where all of this can be done in a elegant way.,0,0,-1,-1,-1
0,and that if somebody wants to try something or compute something else that it can be done flexibly.,0,0,-1,-1,-1
0,um,3,0,-1,-1,-1
0,it doesn't have to be pretty.,0,0,-1,-1,-1
0,it just has to be you know easy to use and,2,0,-1,-1,-1
1,yeah the other thing,2,0,-1,-1,-1
0,we should look at atlas.,0,0,-1,-1,-1
0,the nist thing.,0,0,-1,-1,-1
1,oh.,1,0,-1,-1,-1
1,huh.,1,0,-1,-1,-1
1,and see if they have anything at that level.,0,0,-1,-1,-1
1,uh,3,0,-1,-1,-1
1,i mean i'm not sure what to do about this with atlas.,0,0,-1,-1,-1
0,because they chose a different route.,0,0,-1,-1,-1
0,i chose something that,2,0,-1,-1,-1
0,there are sort of two choices.,0,0,-1,-1,-1
0,your your file format can know about know that you're talking about language and speech which is what i chose and time.,0,0,-1,-1,-1
0,or your file format can just be a graph representation.,0,0,-1,-1,-1
0,and then the application has to impose the structure on top.,0,0,-1,-1,-1
0,so what it looked like atlas chose is they chose the other way.,0,0,-1,-1,-1
0,which was their file format is just nodes and links.,0,0,-1,-1,-1
0,and you have to interpret what they mean yourself.,0,0,-1,-1,-1
1,and why did you not choose that type of approach?,4,0,-1,-1,-1
1,uh because i knew that we were doing speech.,0,0,-1,-1,-1
0,and i thought it was better if you're looking at a raw file to be for the tags to say it's an utterance as opposed to the tag to say it's a link.,0,0,-1,-1,-1
1,okay.,0,0,-1,-1,-1
0,okay.,0,0,-1,-1,-1
0,but other than that are they compatible?,4,0,-1,-1,-1
1,so but,3,0,-1,-1,-1
1,i mean you could sort of,2,0,-1,-1,-1
1,yeah.,0,0,-1,-1,-1
0,they're reasonably compatible.,0,0,-1,-1,-1
1,i mean you you could,2,0,-1,-1,-1
1,you could probably translate between them.,0,0,-1,-1,-1
1,yeah that's,2,0,-1,-1,-1
1,yep.,0,0,-1,-1,-1
1,so,3,0,-1,-1,-1
1,so,3,0,-1,-1,-1
0,well the other thing is if we choose to use atlas which maybe we should just do we should just throw this out before we invest a lot of time in it.,0,0,-1,-1,-1
1,okay.,1,0,-1,-1,-1
0,i don't,2,0,-1,-1,-1
0,so this is what the meeting's about.,0,0,-1,-1,-1
0,just sort of how to,2,0,-1,-1,-1
1,yeah.,0,0,-1,-1,-1
1,um because we need to come up with a database like this just to do our work.,0,0,-1,-1,-1
0,and i actually don't care as long as it's something useful to other people what we choose.,0,0,-1,-1,-1
1,yeah.,1,0,-1,-1,-1
1,so maybe it's maybe you know,2,0,-1,-1,-1
0,if if you have any idea of how to choose because i don't.,0,0,-1,-1,-1
1,the only thing,2,0,-1,-1,-1
0,yeah.,0,0,-1,-1,-1
1,do they already have tools?,4,0,-1,-1,-1
1,i mean i i chose this for a couple reasons.,0,0,-1,-1,-1
0,one of them is that it's easy to parse.,0,0,-1,-1,-1
0,you don't need a full x.m.l. parser.,0,0,-1,-1,-1
0,it's very easy to just write a perl script to parse it.,0,0,-1,-1,-1
1,as long as uh each tag is on one line.,0,0,-1,-1,-1
1,exactly.,0,0,-1,-1,-1
0,exactly.,0,0,-1,-1,-1
0,which i always do.,0,0,-1,-1,-1
1,and you can have as much information in the tag as you want.,0,0,-1,-1,-1
0,right?,4,0,-1,-1,-1
1,well i have it structured.,0,0,-1,-1,-1
0,right?,4,0,-1,-1,-1
0,so each type tag has only particular items that it can take.,0,0,-1,-1,-1
1,can you but you can add to those structures if you,2,0,-1,-1,-1
1,sure.,0,0,-1,-1,-1
0,if you have more information.,0,0,-1,-1,-1
0,so what what nist would say is that instead of doing this you would say something like link start equals um you know some node i.d.,0,0,-1,-1,-1
1,yeah.,0,0,-1,-1,-1
0,so,3,0,-1,-1,-1
1,end equals some other node i.d.,0,0,-1,-1,-1
0,and then type would be utterance.,0,0,-1,-1,-1
1,huh.,1,0,-1,-1,-1
1,you know so it's very similar.,0,0,-1,-1,-1
1,so why would it be a a waste to do it this way if it's similar enough that we can always translate it?,4,0,-1,-1,-1
1,it probably wouldn't be a waste.,0,0,-1,-1,-1
0,it would mean that at some point if we wanted to switch we'd just have to translate everything.,0,0,-1,-1,-1
1,write a translator.,0,0,-1,-1,-1
0,but it,3,0,-1,-1,-1
1,but it but that sounds,2,0,-1,-1,-1
1,since they are developing a big,2,0,-1,-1,-1
1,but that's,2,0,-1,-1,-1
0,i don't think that's a big deal.,0,0,-1,-1,-1
1,as long as it is,2,0,-1,-1,-1
1,they're developing a big infrastructure.,0,0,-1,-1,-1
0,and so it seems to me that if if we want to use that we might as well go directly to what they're doing rather than,2,0,-1,-1,-1
1,if we want to,2,0,-1,-1,-1
0,do they already have something that's that would be useful for us in place?,4,0,-1,-1,-1
1,yeah.,0,0,-1,-1,-1
0,see that's the question.,0,0,-1,-1,-1
0,i mean how stable is their,2,0,-1,-1,-1
0,are they ready to go?,4,0,-1,-1,-1
1,the i looked at it,2,0,-1,-1,-1
1,or,2,0,-1,-1,-1
1,the last time i looked at it was a while ago.,0,0,-1,-1,-1
0,probably a year ago.,0,0,-1,-1,-1
1,huh.,0,0,-1,-1,-1
1,uh when we first started talking about this.,0,0,-1,-1,-1
0,and at that time at least it was still not very complete.,0,0,-1,-1,-1
0,and so specifically they didn't have any external format representation at that time.,0,0,-1,-1,-1
0,they just had the sort of conceptual node uh annotated transcription graph.,0,0,-1,-1,-1
0,which i really liked.,0,0,-1,-1,-1
0,and that's exactly what this stuff is based on.,0,0,-1,-1,-1
0,since then they've developed their own external file format.,0,0,-1,-1,-1
0,which is uh you know this sort of this sort of thing.,0,0,-1,-1,-1
0,um and apparently they've also developed a lot of tools.,0,0,-1,-1,-1
0,but i haven't looked at them.,0,0,-1,-1,-1
0,maybe i should.,0,0,-1,-1,-1
1,we should we should find out.,0,0,-1,-1,-1
1,i mean would the tools would the tools run on something like this if you can translate them anyway?,4,0,-1,-1,-1
1,um what would would would what would worry me is that maybe we might miss a little detail.,0,0,-1,-1,-1
1,i mean that i guess it's a question that,2,0,-1,-1,-1
1,it's a hassle.,0,0,-1,-1,-1
1,uh yeah.,3,0,-1,-1,-1
1,if,2,0,-1,-1,-1
1,that would make it very difficult to translate from one to the other.,0,0,-1,-1,-1
1,okay.,0,0,-1,-1,-1
1,i i think if it's conceptually close and they already have or will have tools that everybody else will be using i mean it would be crazy to do something you know separate that,2,0,-1,-1,-1
1,okay.,0,0,-1,-1,-1
1,yeah we might as well.,0,0,-1,-1,-1
0,yep.,0,0,-1,-1,-1
1,yeah.,1,0,-1,-1,-1
1,so i'll i'll take a closer look at it.,0,0,-1,-1,-1
1,actually,3,0,-1,-1,-1
0,so it's,3,0,-1,-1,-1
0,that that would really be the question is just what you would feel is in the long run the best thing.,0,0,-1,-1,-1
1,and,3,0,-1,-1,-1
0,right.,0,0,-1,-1,-1
1,because once we start sort of doing this i don't we don't actually have enough time to probably have to rehash it out again.,0,0,-1,-1,-1
1,the,2,0,-1,-1,-1
0,yep.,1,0,-1,-1,-1
1,and,3,0,-1,-1,-1
1,the other thing the other way that i sort of established this was as easy translation to and from the transcriber format.,0,0,-1,-1,-1
1,right.,0,0,-1,-1,-1
1,um,3,0,-1,-1,-1
1,right.,0,0,-1,-1,-1
1,but,3,0,-1,-1,-1
1,i mean i like this.,0,0,-1,-1,-1
0,this is sort of intuitively easy to actually read.,0,0,-1,-1,-1
1,yep.,0,0,-1,-1,-1
1,as easy it could as it could be.,0,0,-1,-1,-1
0,but,3,0,-1,-1,-1
0,i suppose that as long as they have a type here that specifies utt,2,0,-1,-1,-1
0,um,3,0,-1,-1,-1
1,it's almost the same.,0,0,-1,-1,-1
1,it's yeah close enough that,2,0,-1,-1,-1
1,the the the the point is with this though is that you can't really add any supplementary information.,0,0,-1,-1,-1
0,right?,4,0,-1,-1,-1
0,so if you suddenly decide that you want,2,0,-1,-1,-1
1,you have to make a different type.,0,0,-1,-1,-1
1,yeah.,0,0,-1,-1,-1
0,you'd have to make a different type.,0,0,-1,-1,-1
1,so,3,0,-1,-1,-1
0,well if you look at it,2,0,-1,-1,-1
0,and um,3,0,-1,-1,-1
0,i guess in my mind i don't know enough jane would know better about the types of annotations.,0,0,-1,-1,-1
0,and and but i imagine that those are things that would well you guys mentioned this that could span any,2,0,-1,-1,-1
0,it could be in its own channel.,0,0,-1,-1,-1
0,it could span time boundaries of any type.,0,0,-1,-1,-1
1,right.,1,0,-1,-1,-1
1,it could be instantaneous.,0,0,-1,-1,-1
0,things like that.,0,0,-1,-1,-1
0,um,3,0,-1,-1,-1
0,and then from the recognition side we have backtraces at the phone level.,0,0,-1,-1,-1
0,if if it can handle that it could handle states or whatever.,0,0,-1,-1,-1
1,right.,1,0,-1,-1,-1
1,and then at the prosody-level we have frame sort of like cepstral feature files.,0,0,-1,-1,-1
1,yep.,1,0,-1,-1,-1
1,uh like these p. files or anything like that.,0,0,-1,-1,-1
0,and that's sort of the world of things that i,2,0,-1,-1,-1
0,and then we have the aligned channels of course.,0,0,-1,-1,-1
1,right.,1,0,-1,-1,-1
1,and,3,0,-1,-1,-1
1,it seems to me you want to keep the frame level stuff separate.,0,0,-1,-1,-1
1,yeah.,0,0,-1,-1,-1
0,i i definitely agree.,0,0,-1,-1,-1
1,and then,2,0,-1,-1,-1
